title,url,language,category,file,summary,status
链接 Link,https://vibe-hub.org/link,zh,link,pages/zh/link.md,链接是带用户前往另一个页面、页内位置或资源地址的可点击文本或元素. 例如“查看订单详情”可打开详情页，“下载发票”可取得文件。链接不应用来提交或保存数据；这类动作应使用按钮。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
代码规范检查 Lint,https://vibe-hub.org/lint,zh,lint,pages/zh/lint.md,Lint 是不运行完整程序、按源码规则发现可疑写法和一致性问题的静态检查。 例如 ESLint 可以标出未使用变量、危险的 Promise 处理或不符合项目规则的写法，并给出文件和行号。它能提前拦住一部分问题，但不能证明按钮点击、接口请求等运行时行为正确。 也常被叫作Lint、Linter、代码检查。 VibeHub…,ok
列表 List,https://vibe-hub.org/list,zh,list,pages/zh/list.md,列表是按相同结构连续排列多条内容或记录的数据组件. 消息、文章和联系人可一行一条从上向下浏览。它适合不需逐列比较的信息；需要比较固定字段时使用表格通常更清楚。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
外边距 Margin,https://vibe-hub.org/margin,zh,margin,pages/zh/margin.md,外边距是元素边框外的透明空间，用来控制它与周围元素之间的距离. 两张卡片之间或标题与正文之间可用 margin 留空。普通块级兄弟的上下 margin 在特定文档流中可能合并；Flex、Grid 子项不会这样合并，父容器的边框或内边距也会影响父子外边距合并。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
Markdown,https://vibe-hub.org/markdown,zh,markdown,pages/zh/markdown.md,Markdown 是用少量排版符号表示标题、列表和代码的结构化纯文本格式. 例如，# 表示标题、- 表示列表、三个反引号可围住代码块。它适合 README、需求文档、知识库和笔记；需要精确布局、品牌视觉或复杂交互时，通常还要使用 HTML、CSS 和 JavaScript。 也常被叫作Markdown 文档、MD…,ok
MCP Model Context Protocol,https://vibe-hub.org/mcp,zh,mcp,pages/zh/mcp.md,MCP 是让 AI 应用连接日历、文件、数据库等外部工具和资料的一套通用协议。 例如接入日历 MCP 服务器后，Agent 可以发现“查询日程”工具并提出查询请求；服务器返回真实日程，应用再显示结果。MCP 只规定连接和通信方式，不会自动授予日历权限。 也常被叫作Model Context Protocol、模型上下文协议。…,ok
导航菜单 Menu,https://vibe-hub.org/menu,zh,menu,pages/zh/menu.md,导航菜单是按层级组织页面或功能入口、帮助用户在产品中移动的导航组件. 后台可用侧边菜单列出“项目、成员、设置”，并高亮当前位置。它用于前往不同位置；切换同一对象的平级内容应使用标签页。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
合并 Merge,https://vibe-hub.org/merge,zh,merge,pages/zh/merge.md,Merge 是把另一条分支的提交整合到当前分支的 Git 操作. 例如，功能完成后可把功能分支合入主版本。两边改了同一处时 Git 会标出冲突，需要决定最终内容、清理标记并重新测试。 VibeHub 可视化图解与使用边界 · Git术语。,ok
弹窗 Modal,https://vibe-hub.org/modal,zh,modal,pages/zh/modal.md,弹窗是覆盖在当前页面上方、暂时集中用户处理一项任务的对话框组件. 确认删除、填写短表单或预览内容可在弹窗内完成。它会限制背景操作，因此只用于确实需要集中注意力的任务，并要管理关闭和键盘焦点。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
监控 Monitoring,https://vibe-hub.org/monitoring,zh,monitoring,pages/zh/monitoring.md,监控是持续采集和观察生产指标、日志与告警，以发现异常并判断系统健康。 例如新版本发布后持续观察错误率、请求延迟和预订成功率，越过阈值时通知负责人并关联版本。一次测试报告只说明当时的检查结果，不能替代上线后的持续信号。 也常被叫作Monitoring、生产监控、应用监控。 VibeHub 可视化图解与使用边界 · 后端术语。,ok
多模态 Multimodal AI,https://vibe-hub.org/multimodal,zh,multimodal,pages/zh/multimodal.md,多模态 AI 能在同一个任务里结合文字、图片、音频或视频等不同形式的信息。 例如，把手机结账页的截图和“付款按钮为什么不见了”一起发给 AI，它可以把画面里的布局和文字里的问题放在一起判断。 也常被叫作多模态 AI、多模态模型、Multimodality。 VibeHub 可视化图解与使用边界 · AI术语。,ok
MVP,https://vibe-hub.org/mvp,zh,mvp,pages/zh/mvp.md,为了验证最关键产品假设而制作的最小真实版本或实验. 例如，想验证用户是否愿意付费时，可以先向目标用户收取真实费用，再用人工方式完成提醒服务。MVP 要取得能支持决定的真实证据，不是把完整产品随便删减后上线。 也常被叫作最小可行产品、Minimum Viable Product、最小可行版本。 VibeHub 可视化图解与使用边界 ·…,ok
顶部导航栏 Navbar,https://vibe-hub.org/navbar,zh,navbar,pages/zh/navbar.md,顶部导航栏是网页页头中提供主要页面入口和当前位置提示的导航区域. 官网可以在导航栏放品牌入口、产品、价格和登录等核心链接，并为当前页面加清楚高亮。入口过多时应分组或收进菜单；移动端菜单必须能打开、关闭并用键盘操作，保存、删除等当前页动作不应伪装成主要导航。 也常被叫作导航栏、主导航栏。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
Next.js,https://vibe-hub.org/nextjs,zh,nextjs,pages/zh/nextjs.md,Next.js 是用 React 制作完整网站的框架，常见于官网、内容站和带登录的 Web 应用。 例如用户打开 `/products/42` 时，Next.js 根据网址找到商品详情页面，并可先在服务器读取商品数据再显示。它不会自动提供商品数据库或后台权限。 也常被叫作Next。 VibeHub 可视化图解与使用边界 · 技术栈术语。,ok
通知 Notification,https://vibe-hub.org/notification,zh,notification,pages/zh/notification.md,在页面角落或通知中心出现，提醒用户某件事已经发生或需要处理. 例如报表导出完成后，通知可以显示“文件已生成”，并提供“下载”入口。只有需要稍后查看的消息才应保留在通知中心；短暂的操作反馈用 toast 更合适。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
npm,https://vibe-hub.org/npm,zh,npm,pages/zh/npm.md,npm 是安装、管理和运行 JavaScript 项目依赖与脚本的包管理工具. npm 根据 package.json 和锁文件安装依赖，也能运行项目脚本。npm install 通常会创建 node_modules，并可能更新锁文件；持续集成中常用 npm ci 严格按现有锁文件安装。运行前要确认项目目录，陌生依赖还可能执行安装脚本…,ok
透明度 Opacity,https://vibe-hub.org/opacity,zh,opacity,pages/zh/opacity.md,透明度是通过 opacity 同时降低元素及其全部子内容可见程度的 CSS 属性. 淡入提示框或弱化非当前内容时可设置 opacity。只想让背景半透明应改用 rgba；opacity: 0 的元素仍可能占位置或被点击，隐藏交互还需处理焦点。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
内容溢出 Overflow,https://vibe-hub.org/overflow,zh,overflow,pages/zh/overflow.md,Overflow 是内容超过容器可用空间时，浏览器决定如何显示、裁切或滚动的规则。 例如卡片设置固定高度后，较长内容可能越过底边；若祖先使用 `overflow: hidden`，底部说明和按钮会直接消失。Overflow 可以发生在横向或纵向，它处理“放不下以后怎么办”，不是用来掩盖本应重新排版的布局问题。 也常被叫作CSS…,ok
内边距 Padding,https://vibe-hub.org/padding,zh,padding,pages/zh/padding.md,内边距是元素内容与边框之间的留白，用来让文字或图标不紧贴组件边缘. 按钮文字四周、输入框内容与边框之间的空间通常用 padding 设置，它会带着元素的背景色并计入元素的可见尺寸。需要把组件彼此拉开时用margin；不要用外边距假装按钮内部留白，否则点击区域不会跟着变大。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
分页 Pagination,https://vibe-hub.org/pagination,zh,pagination,pages/zh/pagination.md,分页是把大量结果分成多个可定位页面浏览的导航组件. 订单列表可每页显示 20 条并让用户跳到第 5 页。应显示当前页和总量并同步到网址；连续浏览的信息流可考虑加载更多。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
气泡确认框 Popconfirm,https://vibe-hub.org/popconfirm,zh,popconfirm,pages/zh/popconfirm.md,气泡确认框是贴近触发操作、要求用户再次确认的轻量对话组件. 移除一个可恢复的标签时可在按钮旁确认“确定移除吗？”。永久删除或转账等高风险操作需要更完整说明，应使用modal。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
气泡卡片 Popover,https://vibe-hub.org/popover,zh,popover,pages/zh/popover.md,气泡卡片是贴近触发元素展开、可承载补充信息和少量操作的浮层组件. 点击成员头像可展开其资料、链接和少量操作。只有一句简短解释时使用tooltip更合适；触屏设备不能只依赖悬停。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
端口 Port,https://vibe-hub.org/port,zh,port,pages/zh/port.md,端口是同一台主机上区分不同网络服务的编号入口。 例如运行 `npm run dev` 后常可在 `http://localhost:3000` 打开网页，同时本机的接口可能监听 4000 端口。localhost 只指当前这台设备；端口让同一台电脑上的多个服务不会混在一起。 也常被叫作端口号、Port Number、localhost…,ok
定位 Position,https://vibe-hub.org/position,zh,position,pages/zh/position.md,定位是通过 CSS position 和偏移量决定元素是否脱离文档流及其参照位置的布局规则. 卡片角标常让父元素 relative、子元素 absolute；悬浮工具栏可用 fixed，滚动后固定的表头可用 sticky。普通内容优先使用正常布局；absolute、fixed 的参照物会受包含块等规则影响…,ok
PRD,https://vibe-hub.org/prd,zh,prd,pages/zh/prd.md,说明用户问题、目标、范围和成功标准的产品需求文档. 例如，做注册功能前，PRD 会写清它服务谁、这次包含哪些能力，以及怎样判断上线有效。它帮助产品、设计和开发对齐，但不需要提前写死每个技术细节。 也常被叫作产品需求文档、Product Requirements Document、产品需求。 VibeHub 可视化图解与使用边界 ·…,ok
定价区 Pricing,https://vibe-hub.org/pricing,zh,pricing,pages/zh/pricing.md,定价区是把多个套餐的价格、权益和适用对象并列比较的页面区块. 定价区让用户比较不同方案适合谁、包含哪些权益以及实际要付多少。套餐数量应反映真实需求差异，并明确币种、计费周期、本次应付总额、税费、试用和取消规则；推荐标记必须有适用条件或数据依据，也不要设置缺乏真实价值、只用于价格锚定的虚高档位。 VibeHub 可视化图解与使用边界 ·…,ok
进度条 Progress,https://vibe-hub.org/progress,zh,progress,pages/zh/progress.md,进度条是用长度、百分比或阶段表示任务完成程度的状态组件. 上传 100 MB 文件时可显示“62%”。已知总量时才显示确定百分比；不知道完成度时说明仍在处理中，并提供失败、重试或取消状态。 也常被叫作进度指示器。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
拉取 Pull,https://vibe-hub.org/pull,zh,pull,pages/zh/pull.md,Pull 是获取远程新提交并把它们整合到当前分支的 Git 操作. 它用于已在电脑上的项目，例如同步 GitHub 上队友新提交的版本。执行前先 Commit 或收好未完成改动；第一次完整下载仓库应使用clone。 VibeHub 可视化图解与使用边界 · Git术语。,ok
合并请求 Pull Request,https://vibe-hub.org/pull-request,zh,pull-request,pages/zh/pull-request.md,GitHub 或 GitLab 上查看分支改动、讨论并决定是否合并的页面. 例如，新导航分支push后创建 Pull Request，评审者可以逐行查看diff、留言并确认检查结果，再决定是否合入 main。它不是 Git 命令，也不表示改动已经进入主版本。 VibeHub 可视化图解与使用边界 · Git术语。,ok
推送 Push,https://vibe-hub.org/push,zh,push,pages/zh/push.md,Push 是把本地已提交的版本发送到远程仓库的 Git 操作. 例如，把完成的 Commit 上传到 GitHub 供协作或触发部署。它不会上传未 Commit 的改动；被拒绝时先读取原因并处理远程变化，不要直接强制覆盖。 VibeHub 可视化图解与使用边界 · Git术语。,ok
Python,https://vibe-hub.org/python,zh,python,pages/zh/python.md,Python 是常用于自动化、数据处理和服务器程序的通用编程语言. 例如，脚本可读取多份 Markdown 笔记并生成 summary.csv；这是 Python 的一个常见用途，不是它的完整定义。运行前确认会读写哪些路径及是否覆盖文件；普通网页不能直接执行你电脑上的 Python。 也常被叫作Py。 VibeHub…,ok
引用 Quote,https://vibe-hub.org/quote,zh,quote,pages/zh/quote.md,引用是从正文中区分出来、并标明来源的原话或文字摘录. 文章引用专家的话或客户评价时，可用缩进、引号或边线把原文与作者观点分开。要保留说话者、出处或必要上下文；普通正文不该只为装饰做成引用。 也常被叫作引文、引用块。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
单选框 Radio,https://vibe-hub.org/radio,zh,radio,pages/zh/radio.md,单选框是一组只能选中其中一个选项的表单控件. 选择支付方式或可见范围时，可将少量互斥选项直接列出。每组要有清楚的问题说明；选项较多或需要搜索时应改用 select。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
评分 Rate,https://vibe-hub.org/rate,zh,rate,pages/zh/rate.md,评分控件是让用户在有顺序的等级中选择评价分值的表单控件. 商品评价常用五颗星表示满意程度，并应同时显示“4 分”等可读文字。星数、是否允许半分必须与实际评价规则一致。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
速率限制 Rate Limit,https://vibe-hub.org/rate-limit,zh,rate-limit,pages/zh/rate-limit.md,速率限制是服务对一定时间内请求数、Token 数或并发任务数设置的上限. 达到限制后，请求可能排队、延迟或收到 429。具体上限会随服务、模型和账号而变化，处理时要分别看请求数、Token 数与并发任务数。 也常被叫作限流、请求频率限制。 VibeHub 可视化图解与使用边界 · AI术语。,ok
React,https://vibe-hub.org/react,zh,react,pages/zh/react.md,React 是用组件和状态制作交互网页界面的 JavaScript 库。 例如把商品加入购物车后，右上角数量从 2 变成 3；React 根据新的购物车数据更新这处数字。商品是否真的加入、刷新后还在不在，仍取决于后端和数据保存。 也常被叫作React.js。 VibeHub 可视化图解与使用边界 · 技术栈术语。,ok
ReAct,https://vibe-hub.org/react-pattern,zh,react-pattern,pages/zh/react-pattern.md,让 Agent 反复执行“判断下一步—调用工具—读取结果”的任务模式。 例如整理竞品资料时，Agent 先判断还缺什么，调用搜索工具，读取结果，再决定继续查证还是开始汇总。ReAct 描述这组任务动作，不负责工具权限和最多能尝试多少次。 也常被叫作ReAct 机制、Reason + Act、推理行动模式。 VibeHub…,ok
重定向 Redirect,https://vibe-hub.org/redirect,zh,redirect,pages/zh/redirect.md,重定向是服务器或浏览器把一个 URL 的访问带到另一个 URL 的机制。 例如产品改名后，旧链接可自动带到对应的新地址；登录成功后也常从登录页进入原本想看的页面。它改变访问的目标地址，不等于页面内部切换视图，也不该把无关旧内容一律送去首页。 也常被叫作URL 重定向、跳转。 VibeHub 可视化图解与使用边界 · 后端术语。,ok
回归测试 Regression Test,https://vibe-hub.org/regression-test,zh,regression-test,pages/zh/regression-test.md,回归测试是确认一次修改没有破坏原本正常功能的测试。 例如改优惠券规则后，除了验证新规则，还要按风险重跑支付、退款和订单查询的旧用例。只重测刚修复的一个缺陷不能代表完成了所需的回归范围。 也常被叫作Regression Test、回归检查。 VibeHub 可视化图解与使用边界 · 技术栈术语。,ok
TTFT / TPS,https://vibe-hub.org/response-speed,zh,response-speed,pages/zh/response-speed.md,TTFT 与 TPS 是分别衡量模型首段响应等待时间和后续生成速度的指标. TTFT 是从发送请求到收到第一个输出 Token 的时间，TPS 表示开始生成后每秒产生的 Token 数。TTFT 短不代表整段回答很快，输出长度也会影响总时长。 也常被叫作TTFT 与 TPS、TTFT & TPS、首 Token 延迟。 VibeHub…,ok
响应式设计 Responsive Design,https://vibe-hub.org/responsive-design,zh,responsive-design,pages/zh/responsive-design.md,响应式设计是让同一界面根据可用空间和设备能力调整布局与交互的设计方法。 例如 1440px 宽度显示三列卡片和完整导航，390px 宽度改为一列、放大触控目标并折叠次要导航。断点和媒体查询是常见实现手段；目标不是把桌面页面等比例缩小，而是让任务仍可读、可点、可完成。 也常被叫作响应式网页设计、自适应设计、Responsive Web…,ok
结果页 Result,https://vibe-hub.org/result,zh,result,pages/zh/result.md,结果页是在一个完整流程结束后集中说明结果和下一步操作的页面状态. 支付失败时可说明失败原因并提供重试，审核完成后可提供返回入口。它用于流程结束；404 等访问错误应使用对应的错误页面。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
回滚 Rollback,https://vibe-hub.org/rollback,zh,rollback,pages/zh/rollback.md,回滚是把系统或配置恢复到先前已知可用状态，以停止新版本造成的影响。 例如 v2 上线后错误率明显上升，可以把流量切回 v1，再检查线上版本和关键指标是否恢复。修好代码后发布 v3 属于向前修复；关闭功能开关也不一定改变部署版本。 也常被叫作Rollback、版本回滚、回退。 VibeHub 可视化图解与使用边界 · 后端术语。,ok
路由与端点 Route & Endpoint,https://vibe-hub.org/route,zh,route,pages/zh/route.md,决定一种请求进入后端后，应该交给哪段代码处理. 例如，GET /api/posts 会交给读取文章列表的代码，POST /api/posts 会交给创建文章的代码。端点就是外部可以请求的具体入口，每一条都要说明输入、成功和失败结果。 VibeHub 可视化图解与使用边界 · 后端术语。,ok
搜索 Search,https://vibe-hub.org/search,zh,search,pages/zh/search.md,搜索是根据用户输入的关键词，从内容集合中找出可能相关结果的功能。 例如用户输入“预算”后，项目名称、描述或标签中包含相关词的项目出现在结果里；帮助中心也可按问题关键词找文章。它回答“我要找什么”，结果通常按匹配程度或其他规则排序，不是用固定条件缩小全部内容。 也常被叫作站内搜索、关键词搜索、内容搜索。 VibeHub…,ok
分段控件 Segmented,https://vibe-hub.org/segmented,zh,segmented,pages/zh/segmented.md,把少量选项并排放在一起，点一下就切换当前查看方式. 例如在任务页点击“列表 / 看板 / 日历”，同一批任务会换一种展示方式。它不负责前往另一个页面；选项很多时也不适合全部塞进这里。 也常被叫作分段选择器、Segmented Control。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
选择器 Select,https://vibe-hub.org/select,zh,select,pages/zh/select.md,选择器是从固定选项列表中选择一个或多个值的表单控件. 城市、部门等选项较多且不适合平铺时可收进选择器。只有少量选项时 radio 更直观；允许用户自定义内容时应使用输入框或 auto-complete。 也常被叫作下拉选择框、Select Box。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
选中高亮 Selection,https://vibe-hub.org/selection,zh,selection,pages/zh/selection.md,选中高亮是用户拖选网页文字后，浏览器为选区显示的前景色和背景色. 可用 ::selection 为文章或说明文字设置选区颜色，并在不同主题下检查对比度。它可以适度使用品牌色，但不能影响文字辨认；user-select: none 只适合拖拽手柄等确实不应被选中的元素，正文和说明通常应允许复制。 VibeHub 可视化图解与使用边界 ·…,ok
SEO,https://vibe-hub.org/seo,zh,seo,pages/zh/seo.md,SEO 是帮助搜索引擎理解、发现和呈现网页内容的一组持续优化工作。 例如一篇真实回答用户问题的帮助文章，用清楚的标题、正文结构和可访问链接，更容易被搜索系统正确理解；商品页也要让内容和链接可被访问。SEO 提高被理解和展示的基础条件，不承诺某个关键词一定排第几名。 也常被叫作搜索引擎优化、Search Engine…,ok
衬线与非衬线 Serif & Sans,https://vibe-hub.org/serif-sans,zh,serif-sans,pages/zh/serif-sans.md,衬线与非衬线是按笔画末端是否带有装饰来区分的两类字体风格. Georgia 和中文宋体属于常见衬线字体，系统黑体属于常见非衬线字体；两类都可用于标题或正文。选择时要测试中文和西文覆盖、正文可读性、品牌需求与加载性能，不能只凭“衬线优雅、非衬线现代”的固定印象。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
服务端日志 Server Logs,https://vibe-hub.org/server-log,zh,server-log,pages/zh/server-log.md,记录后端运行时发生了什么，主要用来查找失败原因. 例如，用户提交订单时出现 500 错误；如果记录了关键步骤，日志可以帮助判断问题发生在数据库连接还是权限检查。日志要保留时间和必要线索，但不能记录密码、Token、Cookie 或完整个人资料。 VibeHub 可视化图解与使用边界 · 后端术语。,ok
Serverless,https://vibe-hub.org/serverless,zh,serverless,pages/zh/serverless.md,把后端代码交给云平台按请求或事件运行，不必自己管理服务器和扩缩容. 例如，用户提交联系表单后，一个 Serverless 函数可以保存内容并发送通知。它并非没有服务器；运行时长、是否保存状态和费用仍受平台规则限制。 也常被叫作Serverless 函数、无服务器计算。 VibeHub 可视化图解与使用边界 · 后端术语。,ok
shadcn/ui,https://vibe-hub.org/shadcn-ui,zh,shadcn-ui,pages/zh/shadcn-ui.md,shadcn/ui 是一套可复制进 React 项目并直接修改的界面组件代码，常见于按钮、表单和弹窗。 例如添加 Button 后，项目里会多出一个按钮组件文件；你改这份文件，网站里的按钮也会跟着变。它不是在线组件服务，后续维护要由项目自己负责。 也常被叫作shadcn。 VibeHub 可视化图解与使用边界 · 技术栈术语。,ok
阴影 Shadow,https://vibe-hub.org/shadow,zh,shadow,pages/zh/shadow.md,阴影是通过 box-shadow 在元素周围绘制投影，用来区分界面层级的 CSS 效果. 弹窗、浮动菜单和需要与背景分开的卡片可以用 box-shadow；前两个值控制 x / y 偏移，后面可设置模糊、扩散和颜色。阴影只能辅助表达层级，浅色界面应保持轻微且方向一致；给每张卡片都加重阴影会让页面显得杂乱。 VibeHub…,ok
左侧栏布局 Sidebar,https://vibe-hub.org/sidebar-layout,zh,sidebar-layout,pages/zh/sidebar-layout.md,侧栏布局是一种把层级导航放在页面一侧、把主要任务内容放在另一侧的页面结构. 后台和工具产品常在左侧用侧栏组织项目、设置或功能入口，右侧留给当前工作区。需要明确侧栏宽度、折叠方式和内容区最小宽度；窄屏通常改成可开关的抽屉，并提供遮罩、关闭入口和正确的键盘焦点。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
单页滚动布局 Single Page,https://vibe-hub.org/single-page-layout,zh,single-page-layout,pages/zh/single-page-layout.md,单页滚动布局是一种把相关内容按阅读顺序放在同一长页面中的页面结构. 活动页或产品介绍常在一页中依次呈现问题、价值、证据和cta。页面很长时应提供清楚章节、页内跳转和返回路径；内容若分别服务不同任务，就应拆成多个页面，而不是强迫用户一直滚动。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
骨架屏 Skeleton,https://vibe-hub.org/skeleton,zh,skeleton,pages/zh/skeleton.md,页面加载时先出现的灰色轮廓，用来占住稍后内容的位置. 例如打开商品列表时，可先看到图片框和两行文字的轮廓，真实内容到达后再替换。它只表示正在加载；等待过久或加载失败时，必须改成明确的提示和重试入口。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
Skill,https://vibe-hub.org/skill,zh,skill,pages/zh/skill.md,Skill 是一个有固定格式的文件夹，入口通常是 SKILL.md。 文件夹里可以继续放说明、脚本、资料和模板。Agent 遇到对应任务时，会读取这些文件并按里面的做法完成工作。 也常被叫作技能。 VibeHub 可视化图解与使用边界 · AI术语。,ok
跳过导航链接 SkipLink,https://vibe-hub.org/skip-link,zh,skip-link,pages/zh/skip-link.md,键盘用户按 Tab 后出现的快捷入口，点击可直接跳过顶部导航到正文. 例如进入文档站时，用户可以先按一次 Tab，再选择“跳到主要内容”，不用逐个经过 Logo、搜索和菜单。它获得焦点时必须看得见，但不能代替正常的页面导航。 也常被叫作跳到主内容、Skip to content。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
滑块 Slider,https://vibe-hub.org/slider,zh,slider,pages/zh/slider.md,滑块是沿着一段连续或分级范围调整数值的表单控件. 音量、亮度和价格区间可用滑块调整。应显示范围、当前值并支持键盘操作；需要精确输入 50 等具体数值时，还要提供 input-number。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
冒烟测试 Smoke Test,https://vibe-hub.org/smoke-test,zh,smoke-test,pages/zh/smoke-test.md,冒烟测试是新构建后用少量关键检查判断系统是否基本可用、值得继续深测。 例如先打开首页、完成一次登录并检查核心接口健康；任一关键入口失败就阻断后续测试。它追求广而浅的快速判断，不是完整回归测试，也不应把所有用例都塞进来。 也常被叫作Smoke Test、冒烟检查、Build Verification Test。 VibeHub…,ok
社会证明 SocialProof,https://vibe-hub.org/social-proof,zh,social-proof,pages/zh/social-proof.md,社会证明是展示真实客户、使用数据、评价或媒体报道，以提供外部信任依据的内容. 客户 Logo、经授权的案例、可说明口径的用户数量和评分都可作为社会证明。它帮助访客判断是否有人实际使用；来源、统计口径和授权必须真实清楚，不能编造客户、数字或评价。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
间距 Space,https://vibe-hub.org/space,zh,space,pages/zh/space.md,间距是用内容之间的留白表达关联和分组关系的布局规则. 表单标签应靠近对应输入框，两个不同设置组之间则留出更大空白。项目应复用固定间距档位，不要为每个位置任意填写数值。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
旋转加载指示器 Spinner,https://vibe-hub.org/spinner,zh,spinner,pages/zh/spinner.md,旋转加载指示器是用持续旋转表示系统正在处理、但完成度未知的状态组件. 点击保存后短暂等待时，可在按钮旁显示旋转指示器并说明“正在保存”。等待过长时不能只让它旋转，应提供取消、重试或失败结果。 也常被叫作加载圈、Loading Spinner。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
弹性 Spring,https://vibe-hub.org/spring,zh,spring,pages/zh/spring.md,弹性动画是一种用刚度、阻尼和质量等物理参数计算运动的动效方式. 拖拽卡片松手后的回弹可使用 spring，通过参数控制速度、过冲和停止方式。CSS transition 没有通用原生 spring 类型，通常需要动画库或经过设计的easing近似；它不适合严肃确认、持续阅读或让所有元素同时弹动。 VibeHub 可视化图解与使用边界…,ok
SQL,https://vibe-hub.org/sql,zh,sql,pages/zh/sql.md,后端或数据库工具用来查找和修改关系型数据的语言. 例如，管理员筛选所有未付款订单时，后端会用 SQL 从订单表中查出结果。修改或删除数据前必须确认影响范围，用户输入也不能直接拼进 SQL 命令。 也常被叫作SQL 查询、结构化查询语言。 VibeHub 可视化图解与使用边界 · 后端术语。,ok
预发布环境 Staging,https://vibe-hub.org/staging,zh,staging,pages/zh/staging.md,预发布环境是在生产发布前，用接近生产的配置验证候选版本的独立环境。 例如同一 commit 可先部署到 Staging，连接独立服务、测试支付和脱敏订单，再从预发布地址验收。Staging 属于测试环境，但不是所有本地、CI 临时环境或测试网址都叫 Staging。 也常被叫作Staging、Staging…,ok
贮藏 Stash,https://vibe-hub.org/stash,zh,stash,pages/zh/stash.md,把当前没做完的改动临时收起来，让工作区先恢复干净. 例如，首页改到一半却要切去修 Bug，可以先 Stash，处理完再恢复。刚新建且从未加入 Git 的文件默认不会被收起，操作前要看 git status；Stash 只适合短期中转，正式成果仍要commit。 VibeHub 可视化图解与使用边界 · Git术语。,ok
状态 State,https://vibe-hub.org/state,zh,state,pages/zh/state.md,状态是界面在当前时刻需要记住、并会随操作或结果变化的信息。 例如表单正在提交、弹窗是否打开、购物车数量和当前筛选条件都是状态；同一个组件会根据这些值显示不同画面。它不是组件本身，也不是所有长期数据都应只放在页面状态里。 也常被叫作UI 状态、界面状态、UI State。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
无状态请求 Stateless Request,https://vibe-hub.org/stateless-request,zh,stateless-request,pages/zh/stateless-request.md,无状态请求是每次向模型提问时，都要重新带上它这次需要知道的背景。 例如你只发送“把第二条改短”，却没有同时带上前面的三条标题，模型就不知道“第二条”指什么。聊天记录可以由产品保存，但不会因为界面还看得到就自动进入这次请求。 也常被叫作无状态 API。 VibeHub 可视化图解与使用边界 · AI术语。,ok
统计数值 Statistic,https://vibe-hub.org/statistic,zh,statistic,pages/zh/statistic.md,在首页或数据看板上突出显示人数、金额、比例等关键数字. 例如“本周订单 486，较上周增加 12%”同时告诉用户数值和比较对象。只写“↑12%”却不说明和谁相比，会让结果失去意义。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
步骤条 Steps,https://vibe-hub.org/steps,zh,steps,pages/zh/steps.md,步骤条是展示多步流程及当前进度的导航与状态组件. 注册可显示“填写信息、验证邮箱、完成”，让用户知道当前在哪一步。它只展示状态；能否返回、跳过或等待审核需要页面另外说明。 也常被叫作Stepper、步骤指示器、流程步骤条。 VibeHub 可视化图解与使用边界 · 前端术语。,ok
吸顶 Sticky,https://vibe-hub.org/sticky,zh,sticky,pages/zh/sticky.md,吸顶是一种让元素先按正常位置排列、滚动到指定边界后暂时固定显示的 CSS 定位方式. position: sticky 让元素平时留在文档流，滚到 top 或 bottom 等阈值后暂时吸附。它受最近滚动祖先和包含块边界限制；祖先的 overflow 可能改变它跟随的滚动容器，容器没有足够滚动距离时也看不到效果…,ok
流式响应 Streaming Response,https://vibe-hub.org/streaming-response,zh,streaming-response,pages/zh/streaming-response.md,流式响应是服务器把生成结果分成连续片段发送、界面逐段显示的传输方式. 例如，聊天回答会像打字一样逐段出现。首段更早可见不代表整份回答更早完成，总时长仍受后续生成和传输影响。 也常被叫作Streaming、流式输出。 VibeHub 可视化图解与使用边界 · AI术语。,ok
